Año,Homicidios,Año_Anterior,Tasa_Homicidios,Tasa_Año_Anterior,Variacion
2016,1,0,0.032044996302007425,0.0,
2017,1,1,0.032044996302007425,0.032044996302007425,0.0
2018,1,1,0.032044996302007425,0.032044996302007425,0.0
2019,1,1,0.032044996302007425,0.032044996302007425,0.0
2020,1,1,0.032044996302007425,0.032044996302007425,0.0
2021,1,1,0.032044996302007425,0.032044996302007425,0.0
